,Ts,is,ip,mp,iref,far,zt,zc1,zc2,zc3,fp,pa,symbol,bool,date
4439,46:056:859:449,-15777,1188314,72.95,72.99,72.95,N,110,2,25,1.0,0.0005480202767501308,332,1,7
4440,46:077:125:082,1069,45270,174.12,174.09,174.24,N,2,0,2,1.0,0.0001723246596588037,108,0,7
4441,46:112:009:265,-15777,1188314,72.95,72.99,72.95,N,110,2,25,1.0,0.0005480202767501308,332,1,7
4442,46:115:537:562,-23236,389995,242.32,242.35,242.32,N,1,0,1,1.0,0.00012378791004745673,28,1,7
4443,46:419:263:135,-15213,330488,136.19,136.29,136.18,N,0,0,0,1.0,0.0007337295472888277,495,1,7
4444,46:469:977:938,-15213,330488,136.19,136.29,136.18,N,0,0,0,1.0,0.0007337295472888277,495,1,7
4445,46:659:409:670,-6790,188973,153.06,153.12,153.05,N,154,0,0,1.0,0.0003918495297805791,513,1,7
4446,46:709:521:934,-6790,188973,153.06,153.12,153.05,N,154,0,0,1.0,0.0003918495297805791,513,1,7
4447,46:738:241:207,-43289,365976,91.21,91.32,91.2,N,0,0,0,1.0,0.0012045554095488332,131,1,7
4448,46:799:698:916,7663,242474,39.18,39.15,39.24,N,0,0,0,1.0,0.0007662835249042436,43,0,7
4449,46:834:679:400,6392,166441,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4450,46:861:074:777,4684,79798,27.32,27.3,27.37,N,0,0,0,1.0,0.000732600732600717,414,0,7
4451,46:889:908:313,6392,166441,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4452,46:928:944:352,4684,79798,27.32,27.3,27.37,N,0,0,0,1.0,0.000732600732600717,414,0,7
4453,47:061:033:024,5395,167438,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4454,47:103:981:075,927,45412,174.13,174.09,174.24,N,2,0,2,1.0,0.0002297662128783505,108,0,7
4455,47:170:016:273,-13268,259488,127.19,127.29,127.13,N,0,0,0,1.0,0.0007856076675309021,426,1,7
4456,47:228:953:428,4684,79798,27.32,27.3,27.37,N,0,0,0,1.0,0.000732600732600717,414,0,7
4457,47:231:209:470,4050,103840,24.74,24.73,24.81,N,6,0,6,1.0,0.00040436716538609017,213,0,7
4458,47:271:788:298,2173,81054,156.06,156.05,156.06,N,22,0,21,0.0,6.408202499193146e-05,516,0,7
4459,47:280:066:173,4684,79798,27.32,27.3,27.37,N,0,0,0,1.0,0.000732600732600717,414,0,7
4460,47:320:941:477,-6090,189673,153.06,153.12,153.06,N,154,0,0,1.0,0.0003918495297805791,513,1,7
4461,47:385:600:264,-6090,189673,153.06,153.12,153.06,N,154,0,0,1.0,0.0003918495297805791,513,1,7
4462,47:450:230:170,5395,167438,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4463,47:472:132:282,-41141,368124,91.23,91.32,91.21,N,0,0,0,1.0,0.0009855453350852957,131,1,7
4464,47:477:434:322,-23805,613303,166.25,166.39,166.19,N,2,1,1,1.0,0.0008413967185527157,12,1,7
4465,47:526:324:217,-41141,368124,91.23,91.32,91.21,N,0,0,0,1.0,0.0009855453350852957,131,1,7
4466,47:583:547:845,-41141,368124,91.23,91.32,91.21,N,0,0,0,1.0,0.0009855453350852957,131,1,7
4467,47:641:650:642,-41141,368124,91.23,91.32,91.21,N,0,0,0,1.0,0.0009855453350852957,131,1,7
4468,47:743:508:476,909,45430,174.16,174.09,174.24,N,2,0,2,1.0,0.0004020908725371542,108,0,7
4469,47:752:960:430,-9187,196091,43.97,43.99,43.97,N,158,2,0,1.0,0.0004546487838145743,397,1,7
4470,47:813:517:455,-7501,23487,19.07,19.09,19.05,N,0,0,0,1.0,0.001047668936616007,221,1,7
4471,47:863:877:681,-7501,23487,19.07,19.09,19.05,N,0,0,0,1.0,0.001047668936616007,221,1,7
4472,47:901:639:404,-9187,196091,43.97,43.99,43.97,N,158,2,0,1.0,0.0004546487838145743,397,1,7
4473,47:954:264:771,-9187,196091,43.97,43.99,43.97,N,158,2,0,1.0,0.0004546487838145743,397,1,7
4474,48:025:772:863,-13316,235345,67.09,67.09,66.97,N,2,0,2,1.0,0.0,52,1,7
4475,48:029:254:381,-10367,351585,120.9,120.95,120.84,N,1,0,0,1.0,0.00041339396444809557,502,1,7
4476,48:115:320:647,3063,117839,206.28,206.17,206.34,N,5,0,5,1.0,0.0005335402822913792,271,0,7
4477,48:134:422:731,894,45445,174.13,174.09,174.24,N,2,0,2,1.0,0.0002297662128783505,108,0,7
4478,48:213:313:041,894,45445,174.13,174.09,174.24,N,2,0,2,1.0,0.0002297662128783505,108,0,7
4479,48:259:698:783,-13052,608262,39.37,39.37,39.34,N,0,0,0,1.0,0.0,278,1,7
4480,48:310:619:414,-13052,608262,39.37,39.37,39.34,N,0,0,0,1.0,0.0,278,1,7
4481,48:400:935:227,5118,167715,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4482,48:418:358:802,-4377,350044,459.93,460.01,459.93,N,42,8,30,1.0,0.00017390926284207753,11,1,7
4483,48:638:835:897,37393,650513,45.86,45.84,45.86,N,95,0,94,1.0,0.00043630017451998297,522,0,7
4484,48:673:422:272,-34825,374440,91.25,91.32,91.21,N,0,0,0,1.0,0.000766535260621914,131,1,7
4485,48:688:812:537,37393,650513,45.86,45.84,45.86,N,95,0,94,1.0,0.00043630017451998297,522,0,7
4486,48:728:150:195,-34825,374440,91.25,91.32,91.21,N,0,0,0,1.0,0.000766535260621914,131,1,7
4487,48:992:481:703,-6691,91889,138.21,138.28,138.15,N,0,0,0,1.0,0.0005062192652588456,99,1,7
4488,49:043:474:558,-6691,91889,138.21,138.28,138.15,N,0,0,0,1.0,0.0005062192652588456,99,1,7
4489,49:048:661:224,-5095,46637,57.15,57.18,57.12,N,0,0,0,1.0,0.0005246589716684354,89,1,7
4490,49:136:257:837,5075,167758,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4491,49:220:326:175,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4492,49:346:930:799,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4493,49:471:381:811,-8860,196418,43.97,43.99,43.97,N,158,2,0,1.0,0.0004546487838145743,397,1,7
4494,49:495:458:686,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4495,49:608:539:386,-122162,3077222,55.98,56.02,55.96,N,0,0,0,1.0,0.0007140307033203544,125,1,7
4496,49:634:329:410,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4497,49:659:578:393,-122162,3077222,55.98,56.02,55.96,N,0,0,0,1.0,0.0007140307033203544,125,1,7
4498,49:723:040:972,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4499,49:804:160:102,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4500,49:823:725:233,-122162,3077222,55.98,56.02,55.96,N,0,0,0,1.0,0.0007140307033203544,125,1,7
4501,49:825:713:187,819,45520,174.12,174.09,174.24,N,2,0,2,1.0,0.0001723246596588037,108,0,7
4502,49:978:143:967,5075,167758,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4503,49:978:640:242,-8860,196418,43.97,43.99,43.97,N,158,2,0,1.0,0.0004546487838145743,397,1,7
4504,50:008:704:598,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4505,50:031:441:353,-112650,3086734,55.99,56.02,55.98,N,0,0,0,1.0,0.0005355230274902024,125,1,7
4506,50:031:492:643,-8860,196418,43.97,43.99,43.97,N,158,2,0,1.0,0.0004546487838145743,397,1,7
4507,50:033:728:204,-3290,36330,45.4,45.49,45.4,N,0,0,0,1.0,0.0019784568036931944,324,1,7
4508,50:053:351:441,5075,167758,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4509,50:059:721:489,7882,89987,78.62,78.56,78.71,N,1,0,1,1.0,0.0007637474541751817,488,0,7
4510,50:062:816:492,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4511,50:068:485:949,-5120,46612,57.15,57.19,57.12,N,0,0,0,0.0,0.0006994229760447482,89,1,7
4512,50:084:020:389,-3290,36330,45.4,45.49,45.4,N,0,0,0,1.0,0.0019784568036931944,324,1,7
4513,50:115:740:844,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4514,50:125:751:338,5075,167758,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4515,50:142:740:312,-5104,46628,57.16,57.19,57.16,N,0,0,0,0.0,0.0005245672320335922,89,1,7
4516,50:168:907:542,14365,267501,25.88,25.88,25.95,N,165,0,10,0.0,0.0,535,0,7
4517,50:177:903:968,5075,167758,44.49,44.45,44.5,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4518,50:221:343:988,7645,242492,39.18,39.15,39.24,N,0,0,0,1.0,0.0007662835249042436,43,0,7
4519,50:241:128:108,4669,168164,44.49,44.45,44.49,N,0,0,0,1.0,0.0008998875140607232,385,0,7
4520,50:316:323:502,-7457,23531,19.07,19.09,19.06,N,0,0,0,1.0,0.001047668936616007,221,1,7
4521,50:412:768:922,2516,45169,174.09,173.93,174.24,N,2,0,2,1.0,0.0009199103087448778,108,0,7
4522,50:473:576:483,2516,45169,174.09,173.93,174.24,N,2,0,2,1.0,0.0009199103087448778,108,0,7
4523,50:784:844:276,8181,481007,13.35,13.34,13.35,N,0,0,0,1.0,0.0007496251874062809,192,0,7
4524,51:415:985:116,-5707,199571,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4525,51:416:086:654,-1241,20907,102.49,102.51,102.43,Y,7,0,7,0.43,0.0001951029167887058,292,1,7
4526,51:431:585:022,-5715,114949,21.19,21.21,21.19,Y,100,15,73,0.0,0.0009429514380009228,85,1,7
4527,51:466:274:258,-1241,20907,102.49,102.51,102.43,Y,7,0,7,0.0,0.0001951029167887058,292,1,7
4528,51:470:493:344,-5707,199571,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4529,51:481:579:320,-5715,114949,21.19,21.21,21.19,Y,100,15,73,0.0,0.0009429514380009228,85,1,7
4530,51:520:551:425,-5707,199571,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4531,51:575:762:300,-7798,241412,304.29,304.3,304.29,N,181,0,26,1.0,3.286230693391687e-05,267,1,7
4532,51:583:744:003,17067,348217,11.3,11.29,11.31,N,0,0,0,1.0,0.0008857395925599259,39,0,7
4533,51:592:684:089,-5715,114949,21.19,21.21,21.19,Y,100,15,73,0.0,0.0009429514380009228,85,1,7
4534,51:624:828:032,-11098,72046,32.3,32.31,32.3,N,5,4,0,1.0,0.0003095017022595207,442,1,7
4535,51:626:371:163,-7798,241412,304.29,304.3,304.29,N,181,0,26,1.0,3.286230693391687e-05,267,1,7
4536,51:634:356:205,17067,348217,11.3,11.29,11.31,N,0,0,0,1.0,0.0008857395925599259,39,0,7
4537,51:731:913:521,-11098,72046,32.3,32.31,32.3,N,5,4,0,1.0,0.0003095017022595207,442,1,7
4538,51:840:660:420,-11098,72046,32.3,32.31,32.3,N,5,4,0,1.0,0.0003095017022595207,442,1,7
4539,51:845:556:200,-7439,23549,19.07,19.09,19.06,N,0,0,0,1.0,0.001047668936616007,221,1,7
4540,51:926:848:425,-11098,72046,32.3,32.31,32.3,N,5,4,0,1.0,0.0003095017022595207,442,1,7
4541,51:934:083:079,-7439,23549,19.07,19.09,19.06,N,0,0,0,1.0,0.001047668936616007,221,1,7
4542,51:998:646:446,-5715,114949,21.19,21.21,21.19,Y,100,15,73,0.0,0.0009429514380009228,85,1,7
4543,52:052:598:483,-5715,114949,21.19,21.21,21.19,Y,100,15,73,0.0,0.0009429514380009228,85,1,7
4544,52:096:606:569,-7116,23872,19.07,19.09,19.07,N,0,0,0,1.0,0.001047668936616007,221,1,7
4545,52:258:946:546,-2634,202644,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4546,52:828:524:049,13718,351566,11.31,11.29,11.31,N,0,0,0,1.0,0.0017714791851196946,39,0,7
4547,52:879:762:527,-7298,76046,32.3,32.32,32.3,N,5,4,0,1.0,0.0006188118811882155,442,1,7
4548,52:963:221:493,-2634,202644,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4549,53:022:520:774,7559,481629,13.35,13.34,13.35,N,0,0,0,1.0,0.0007496251874062809,192,0,7
4550,53:042:596:149,-2634,202644,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4551,53:075:837:274,-8204,62151,26.49,26.49,26.41,N,0,0,0,1.0,0.0,428,1,7
4552,53:101:890:060,7305,242832,39.17,39.15,39.18,N,0,0,0,1.0,0.0005108556832695562,43,0,7
4553,53:214:992:342,-7298,76046,32.3,32.32,32.3,N,5,4,0,1.0,0.0006188118811882155,442,1,7
4554,53:264:084:972,-10219,21803,11.4,11.41,11.4,N,100,0,0,0.0,0.0008764241893076062,233,1,7
4555,53:310:742:772,-2411,202867,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4556,53:402:099:852,-9404,348612,14.65,14.65,14.63,N,0,0,0,1.0,0.0,216,1,7
4557,53:556:794:206,-6533,76811,32.3,32.32,32.3,N,5,4,0,1.0,0.0006188118811882155,442,1,7
4558,53:589:766:925,11918,353366,11.3,11.29,11.31,N,0,0,0,1.0,0.0008857395925599259,39,0,7
4559,53:601:693:401,-10059,21963,11.4,11.41,11.4,N,100,0,0,0.0,0.0008764241893076062,233,1,7
4560,53:610:774:521,-2411,202867,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4561,53:729:072:086,-7113,23875,19.07,19.09,19.07,N,0,0,0,1.0,0.001047668936616007,221,1,7
4562,53:784:263:253,-2411,202867,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4563,53:793:869:383,-7113,23875,19.07,19.09,19.07,N,0,0,0,1.0,0.001047668936616007,221,1,7
4564,53:802:052:992,-10059,21963,11.4,11.41,11.4,N,100,0,0,0.0,0.0008764241893076062,233,1,7
4565,53:836:596:825,-2411,202867,43.97,43.98,43.97,N,158,2,0,1.0,0.00022737608003633495,397,1,7
4566,54:003:668:678,7295,242842,39.17,39.15,39.18,N,0,0,0,1.0,0.0005108556832695562,43,0,7
4567,54:056:174:017,7295,242842,39.17,39.15,39.18,N,0,0,0,1.0,0.0005108556832695562,43,0,7
4568,54:101:376:690,11918,353366,11.3,11.29,11.31,N,0,0,0,1.0,0.0008857395925599259,39,0,7
4569,54:101:714:520,-10056,21966,11.4,11.41,11.4,N,100,0,0,0.0,0.0008764241893076062,233,1,7
4570,54:134:242:931,-7113,23875,19.07,19.09,19.07,N,0,0,0,1.0,0.001047668936616007,221,1,7
4571,54:169:379:735,-10056,21966,11.4,11.41,11.4,N,100,0,0,0.0,0.0008764241893076062,233,1,7
4572,54:323:444:075,-10056,21966,11.4,11.41,11.4,N,100,0,0,0.0,0.0008764241893076062,233,1,7
4573,54:367:564:947,7370,97462,23.22,23.19,23.22,N,5,0,5,0.0,0.0012936610608019657,280,0,7
4574,54:571:465:277,6725,118319,22.99,22.98,23.0,N,0,0,0,1.0,0.0004351610095734556,251,0,7
4575,54:854:757:565,4722,342153,22.45,22.44,22.45,N,3,0,3,1.0,0.0004456327985738864,170,0,7
4576,54:994:923:469,-236748,298168,48.43,48.46,48.43,N,12,0,0,1.0,0.0006190672719769116,8,1,7
4577,55:334:717:979,-9947,22075,11.4,11.41,11.4,N,100,0,0,0.0,0.0008764241893076062,233,1,7
4578,55:344:354:264,-2991,38815,34.97,35.03,34.95,N,0,0,0,1.0,0.0017128175849272702,138,1,7
4579,55:403:635:928,-2991,38815,34.97,35.03,34.95,N,0,0,0,1.0,0.0017128175849272702,138,1,7
4580,55:600:393:879,-1263,16657,85.5,85.56,85.29,N,3,0,3,1.0,0.0007012622720897881,380,1,7
4581,55:651:241:151,-1263,16657,85.5,85.56,85.29,N,3,0,3,1.0,0.0007012622720897881,380,1,7
4582,55:754:079:092,-6893,24095,19.07,19.09,19.07,N,0,0,0,1.0,0.001047668936616007,221,1,7
4583,55:769:582:739,-9947,22075,11.4,11.41,11.4,N,100,0,0,0.0,0.0008764241893076062,233,1,7
4584,55:950:652:943,-8552,349464,14.65,14.65,14.63,N,0,0,0,1.0,0.0,216,1,7
4585,56:023:099:010,-22670,705073,19.92,19.93,19.91,N,45,15,18,1.0,0.000501756146512695,232,1,7
4586,56:105:199:679,6475,281122,40.15,40.14,40.21,N,0,0,0,1.0,0.0002491280518185852,196,0,7
4587,56:155:179:339,6475,281122,40.15,40.14,40.21,N,0,0,0,1.0,0.0002491280518185852,196,0,7
4588,56:389:462:420,-5646,115018,21.19,21.22,21.19,N,100,15,73,0.0,0.0014137606032044103,85,1,7
4589,56:441:210:608,-5646,115018,21.19,21.22,21.19,N,100,15,73,0.0,0.0014137606032044103,85,1,7
4590,56:501:517:810,-5646,115018,21.19,21.22,21.19,N,100,15,73,0.0,0.0014137606032044103,85,1,7
4591,57:283:355:239,-6182,81547,16.24,16.26,16.21,N,1,0,1,1.0,0.0012300123001231934,244,1,7
4592,57:333:610:382,-6182,81547,16.24,16.26,16.21,N,1,0,1,0.438,0.0012300123001231934,244,1,7
4593,57:384:087:276,-6182,81547,16.24,16.26,16.21,N,1,0,1,0.0,0.0012300123001231934,244,1,7
4594,57:390:694:980,-11407,716336,19.93,19.93,19.92,N,45,15,18,1.0,0.0,232,1,7
4595,57:534:467:822,-11407,716336,19.93,19.93,19.92,N,45,15,18,1.0,0.0,232,1,7
4596,58:022:250:862,-11407,716336,19.93,19.93,19.92,N,45,15,18,1.0,0.0,232,1,7
4597,45:003:614:416,64252,354130,362.2,361.87,362.25,N,261,15,81,0.0,0.0009119296985104708,425,0,8
4598,45:008:777:975,53647,110177,58.14,57.98,58.71,N,0,0,0,1.0,0.0027595722662987878,509,0,8
4599,45:008:996:428,49992,1544098,115.8,115.77,115.8,N,96,0,95,1.0,0.0002591344908007354,421,0,8
4600,45:010:947:541,29499,563230,136.54,136.46,136.58,N,22,3,19,1.0,0.0005862523816501838,388,0,8
4601,45:013:616:802,214576,1428597,183.8,183.35,183.83,N,8,5,0,1.0,0.0024543223343333354,520,0,8
4602,45:014:653:982,62414,1134110,75.18,75.14,75.18,N,77,0,77,1.0,0.0005323396326857366,314,0,8
4603,45:021:958:420,-44264,16148919,174.38,174.41,174.35,N,1,0,1,1.0,0.00017200848575197027,1,1,8
4604,45:053:880:057,64252,354130,362.2,361.87,362.25,N,261,15,81,0.0,0.0009119296985104708,425,0,8
4605,45:058:962:682,53647,110177,58.14,57.98,58.71,N,0,0,0,1.0,0.0027595722662987878,509,0,8
4606,45:065:383:174,76711,1136016,75.16,75.09,75.18,N,77,0,77,1.0,0.0009322146757223755,314,0,8
4607,45:082:110:039,11691,7009136,308.73,308.7,308.73,N,3,0,3,1.0,9.718172983488681e-05,333,0,8
4608,45:100:831:042,214576,1428597,183.8,183.35,183.83,N,8,5,0,1.0,0.0024543223343333354,520,0,8
4609,45:106:112:120,49992,1544098,115.8,115.77,115.8,N,96,0,95,1.0,0.0002591344908007354,421,0,8
4610,45:114:955:430,76711,1136016,75.16,75.09,75.18,N,77,0,77,1.0,0.0009322146757223755,314,0,8
4611,45:151:580:164,214576,1428597,183.8,183.35,183.83,N,8,5,0,1.0,0.0024543223343333354,520,0,8
4612,45:160:307:066,49992,1544098,115.8,115.77,115.8,N,96,0,95,1.0,0.0002591344908007354,421,0,8
4613,45:210:105:087,49992,1544098,115.8,115.77,115.8,N,96,0,95,1.0,0.0002591344908007354,421,0,8
4614,45:214:216:558,214576,1428597,183.8,183.35,183.83,N,8,5,0,1.0,0.0024543223343333354,520,0,8
4615,45:287:344:805,76711,1136016,75.16,75.09,75.18,N,77,0,77,1.0,0.0009322146757223755,314,0,8
4616,45:294:021:391,6448,88935,486.08,485.62,486.44,N,79,2,76,1.0,0.0009472427000534976,327,0,8
4617,45:315:341:447,49992,1544098,115.8,115.77,115.8,N,96,0,95,1.0,0.0002591344908007354,421,0,8
4618,45:383:406:867,6448,88935,486.08,485.62,486.44,N,79,2,76,1.0,0.0009472427000534976,327,0,8
4619,45:424:216:118,-122448,3091628,109.44,109.5,109.4,Y,7,0,7,0.0,0.0005479452054794728,26,1,8
4620,45:424:669:469,76711,1136016,75.16,75.09,75.18,N,77,0,77,1.0,0.0009322146757223755,314,0,8
4621,45:500:940:146,25008,435431,131.34,131.16,131.34,N,92,14,65,1.0,0.001372369624885688,163,0,8
4622,45:531:950:766,76711,1136016,75.16,75.09,75.18,N,77,0,77,1.0,0.0009322146757223755,314,0,8
4623,45:560:766:677,-122448,3091628,109.44,109.5,109.4,Y,7,0,7,0.0,0.0005479452054794728,26,1,8
4624,45:585:783:080,76711,1136016,75.16,75.09,75.18,N,77,0,77,1.0,0.0009322146757223755,314,0,8
4625,45:709:162:778,-122448,3091628,109.44,109.5,109.4,Y,7,0,7,0.0,0.0005479452054794728,26,1,8
4626,45:737:880:182,25008,435431,131.34,131.16,131.34,N,92,14,65,1.0,0.001372369624885688,163,0,8
4627,45:764:437:798,-122448,3091628,109.44,109.5,109.4,Y,7,0,7,0.0,0.0005479452054794728,26,1,8
4628,45:788:086:600,25008,435431,131.34,131.16,131.34,N,92,14,65,1.0,0.001372369624885688,163,0,8
4629,45:796:787:597,76711,1136016,75.16,75.09,75.18,N,77,0,77,1.0,0.0009322146757223755,314,0,8
4630,45:817:864:537,-122448,3091628,109.44,109.5,109.4,Y,7,0,7,0.0,0.0005479452054794728,26,1,8
4631,45:852:461:350,62089,1713336,78.08,77.94,78.09,N,9,0,9,1.0,0.0017962535283551524,335,0,8
4632,45:950:997:680,43653,1552634,115.79,115.75,115.8,N,96,0,95,1.0,0.0003455723542117171,421,0,8
4633,46:053:725:873,-74351,1695950,59.48,59.53,59.4,N,0,0,0,1.0,0.0008399126490845669,212,1,8
4634,46:103:307:509,-74351,1695950,59.48,59.53,59.4,N,0,0,0,1.0,0.0008399126490845669,212,1,8
4635,46:123:068:933,-122448,3091628,109.44,109.5,109.4,Y,7,0,7,0.0,0.0005479452054794728,26,1,8
4636,46:265:036:007,86530,1802752,131.94,131.79,131.97,N,72,5,66,1.0,0.0011381743683132688,25,0,8
4637,46:357:918:407,62790,624619,185.19,184.84,185.19,N,37,0,37,1.0,0.0018935295390607786,364,0,8
4638,46:408:331:061,62790,624619,185.19,184.84,185.19,N,37,0,37,1.0,0.0018935295390607786,364,0,8
4639,46:726:623:251,45181,1787024,71.76,71.74,71.77,N,100,10,89,1.0,0.0002787844995819659,332,0,8
4640,46:777:432:568,45181,1787024,71.76,71.74,71.77,N,100,10,89,1.0,0.0002787844995819659,332,0,8
4641,47:127:532:408,-32748,489768,160.0,160.13,159.78,N,0,0,0,1.0,0.0008118403796914723,148,1,8
4642,47:208:373:219,64441,1125855,62.69,62.6,62.71,N,98,2,95,1.0,0.0014376996805111231,373,0,8
4643,47:575:496:292,64441,1125855,62.69,62.6,62.71,N,98,2,95,1.0,0.0014376996805111231,373,0,8
4644,47:884:127:482,-5752,207814,545.36,545.66,544.93,N,0,0,0,1.0,0.0005497929113366466,103,1,8
4645,47:935:130:718,-5752,207814,545.36,545.66,544.93,N,0,0,0,1.0,0.0005497929113366466,103,1,8
4646,47:943:744:325,64441,1125855,62.69,62.6,62.71,N,98,2,95,1.0,0.0014376996805111231,373,0,8
4647,48:036:533:081,-7217,126731,740.93,741.66,740.74,N,0,0,0,1.0,0.0009842785103686572,164,1,8
4648,48:052:564:538,-8793,209049,344.16,344.45,344.11,N,1,0,1,0.0,0.0008419219044853059,458,1,8
4649,48:087:408:809,-7217,126731,740.93,741.66,740.74,N,0,0,0,1.0,0.0009842785103686572,164,1,8
4650,48:102:586:071,-8793,209049,344.16,344.45,344.11,N,1,0,1,0.0,0.0008419219044853059,458,1,8
4651,48:310:629:734,52241,634198,185.18,184.87,185.18,N,37,0,37,1.0,0.001676854005517403,364,0,8
4652,50:859:573:115,270375,5817138,49.57,49.55,49.57,N,6,0,6,1.0,0.0004036326942482972,255,0,8
4653,50:910:607:770,270375,5817138,49.57,49.55,49.57,N,6,0,6,1.0,0.0004036326942482972,255,0,8
4654,51:053:783:674,270375,5817138,49.57,49.55,49.57,N,6,0,6,1.0,0.0004036326942482972,255,0,8
4655,51:064:322:053,45964,106108,87.0,86.99,87.0,N,33,0,0,1.0,0.00011495574203937369,98,0,8
4656,51:115:198:771,45964,106108,87.0,86.99,87.0,N,33,0,0,1.0,0.00011495574203937369,98,0,8
4657,51:429:268:957,45964,106108,87.0,86.99,87.0,N,33,0,0,1.0,0.00011495574203937369,98,0,8
4658,51:538:661:678,71503,762792,46.42,46.39,46.42,N,87,0,86,1.0,0.0006466910972192527,522,0,8
4659,51:588:853:441,71503,762792,46.42,46.39,46.42,N,87,0,86,1.0,0.0006466910972192527,522,0,8
4660,52:150:043:770,45964,106108,87.0,86.99,87.0,N,33,0,0,1.0,0.00011495574203937369,98,0,8
4661,52:802:754:381,71048,763247,46.42,46.39,46.42,N,87,0,86,1.0,0.0006466910972192527,522,0,8
4662,52:887:308:270,71048,763247,46.42,46.39,46.42,N,87,0,86,1.0,0.0006466910972192527,522,0,8
4663,53:067:994:804,-75884,259473,60.65,60.66,60.47,N,0,0,0,1.0,0.00016485328058025075,432,1,8
4664,53:195:984:327,-38780,970861,80.05,80.11,79.94,N,0,0,0,1.0,0.0007489701660217485,45,1,8
4665,53:577:858:764,44838,107234,87.0,86.99,87.0,N,33,0,0,1.0,0.00011495574203937369,98,0,8
4666,53:603:372:883,14526,714732,455.97,455.85,455.99,N,49,0,49,1.0,0.00026324448831853577,11,0,8
4667,53:650:783:899,44838,107234,87.0,86.99,87.0,N,33,0,0,1.0,0.00011495574203937369,98,0,8
4668,53:653:622:970,14526,714732,455.97,455.85,455.99,N,49,0,49,1.0,0.00026324448831853577,11,0,8
4669,53:809:181:754,73869,1140202,62.67,62.59,62.67,N,98,2,95,1.0,0.001278159450391409,373,0,8
4670,54:005:939:548,73869,1140202,62.67,62.59,62.67,N,98,2,95,1.0,0.001278159450391409,373,0,8
4671,54:039:596:545,63116,1510280,57.3,57.28,57.3,N,28,2,25,1.0,0.00034916201117311487,158,0,8
4672,54:057:384:855,73869,1140202,62.67,62.59,62.67,N,98,2,95,1.0,0.001278159450391409,373,0,8
4673,54:179:285:572,63116,1510280,57.3,57.28,57.3,N,28,2,25,1.0,0.00034916201117311487,158,0,8
4674,54:807:570:159,30738,1738712,152.89,152.87,152.9,N,24,0,24,1.0,0.0001308301170928358,423,0,8
4675,54:810:595:673,5651,104194,560.31,559.73,560.31,N,61,2,58,1.0,0.0010362138888391317,473,0,8
4676,55:015:977:262,30738,1738712,152.89,152.87,152.9,N,24,0,24,1.0,0.0001308301170928358,423,0,8
4677,55:087:870:312,30738,1738712,152.89,152.87,152.9,N,24,0,24,1.0,0.0001308301170928358,423,0,8
4678,55:246:343:528,-86491,1016235,132.08,132.12,132.08,N,94,0,94,1.0,0.0003027550711473815,505,1,8
4679,55:308:881:408,30738,1738712,152.89,152.87,152.9,N,24,0,24,1.0,0.0001308301170928358,423,0,8
4680,56:782:994:062,12104,3972858,272.91,272.9,272.98,N,20,0,20,1.0,3.664345914271803e-05,361,0,8
4681,56:834:027:966,12104,3972858,272.91,272.9,272.98,N,20,0,20,1.0,3.664345914271803e-05,361,0,8
